"","Member_ID","Landing","Visits"
"23193","F1174326","Authorization_Status",0
"23194","H4125012","Authorization_Status",0
"23195","V5992571","Authorization_Status",0
"23196","R9204099","Authorization_Status",0
"23197","L2875613","Authorization_Status",0
"23198","P9016304","Authorization_Status",0
"23199","E4236535","Authorization_Status",0
"23200","K8087380","Authorization_Status",0
"23201","E2448370","Authorization_Status",0
"23202","Q9065914","Authorization_Status",0
"23203","G9621118","Authorization_Status",0
"23204","M3694399","Authorization_Status",0
"23205","Y4723400","Authorization_Status",0
"23206","Q2769175","Authorization_Status",0
"23207","U6609943","Authorization_Status",0
"23208","T3568127","Authorization_Status",0
"23209","R8579315","Authorization_Status",0
"23210","H0417490","Authorization_Status",0
"23211","N2331221","Authorization_Status",0
"23212","O3609568","Authorization_Status",0
"23213","X6496478","Authorization_Status",0
"23214","Z8224342","Authorization_Status",0
"23215","G3343674","Authorization_Status",1
"23216","H5645795","Authorization_Status",0
"23217","R5149940","Authorization_Status",0
"23218","B2104830","Authorization_Status",0
"23219","R7032684","Authorization_Status",0
"23220","E6548297","Authorization_Status",1
"23221","N7190302","Authorization_Status",0
"23222","A6490909","Authorization_Status",0
"23223","E2093635","Authorization_Status",0
"23224","E8288449","Authorization_Status",0
"23225","C0161254","Authorization_Status",27
"23226","K1679219","Authorization_Status",0
"23227","T4963917","Authorization_Status",0
"23228","P4028494","Authorization_Status",1
"23229","C1057082","Authorization_Status",0
"23230","R9977320","Authorization_Status",0
"23231","H6641356","Authorization_Status",0
"23232","B6744588","Authorization_Status",0
"23233","J7404178","Authorization_Status",0
"23234","H4570279","Authorization_Status",0
"23235","C5126075","Authorization_Status",0
"23236","O6861293","Authorization_Status",0
"23237","C7131577","Authorization_Status",0
"23238","K4521745","Authorization_Status",0
"23239","H0666282","Authorization_Status",0
"23240","U9420036","Authorization_Status",0
"23241","S6364970","Authorization_Status",0
"23242","U8831392","Authorization_Status",0
"23243","N1803531","Authorization_Status",0
"23244","Z8185741","Authorization_Status",0
"23245","Y6948322","Authorization_Status",264
"23246","S2865261","Authorization_Status",0
"23247","L7249948","Authorization_Status",0
"23248","B7690761","Authorization_Status",0
"23249","T2106748","Authorization_Status",0
"23250","R5721532","Authorization_Status",0
"23251","E1333371","Authorization_Status",0
"23252","R5296972","Authorization_Status",0
"23253","R1751272","Authorization_Status",0
"23254","F1800413","Authorization_Status",0
"23255","Z9214314","Authorization_Status",0
"23256","G6773199","Authorization_Status",0
"23257","Q1373763","Authorization_Status",0
"23258","U8792976","Authorization_Status",0
"23259","K0306885","Authorization_Status",0
"23260","F7297704","Authorization_Status",0
"23261","N6941469","Authorization_Status",0
"23262","W6689022","Authorization_Status",0
"23263","O0667516","Authorization_Status",0
"23264","I7246247","Authorization_Status",0
"23265","L2231265","Authorization_Status",0
"23266","M1874095","Authorization_Status",0
"23267","X5064183","Authorization_Status",0
"23268","O6187638","Authorization_Status",0
"23269","T3481275","Authorization_Status",0
"23270","N6322535","Authorization_Status",0
"23271","O2524075","Authorization_Status",0
"23272","Y4029287","Authorization_Status",0
"23273","E4110788","Authorization_Status",0
"23274","W6592810","Authorization_Status",0
"23275","M0347370","Authorization_Status",0
"23276","J4296158","Authorization_Status",0
"23277","D3205248","Authorization_Status",0
"23278","S1918985","Authorization_Status",1
"23279","I5836987","Authorization_Status",0
"23280","C3681244","Authorization_Status",0
"23281","M1296338","Authorization_Status",0
"23282","Q3154490","Authorization_Status",0
"23283","I5921883","Authorization_Status",0
"23284","H7844975","Authorization_Status",0
"23285","E0864235","Authorization_Status",0
"23286","B1663313","Authorization_Status",0
"23287","C5863722","Authorization_Status",0
"23288","P1396662","Authorization_Status",0
"23289","F7619122","Authorization_Status",0
"23290","X6716656","Authorization_Status",0
"23291","B2119752","Authorization_Status",0
"23292","Q8176347","Authorization_Status",0
"23293","K8105127","Authorization_Status",0
"23294","L8181484","Authorization_Status",0
"23295","U6482697","Authorization_Status",0
"23296","U1595614","Authorization_Status",0
"23297","R0382924","Authorization_Status",0
"23298","T5584763","Authorization_Status",0
"23299","X8102668","Authorization_Status",0
"23300","K9882547","Authorization_Status",0
"23301","D1291488","Authorization_Status",0
"23302","B7582039","Authorization_Status",0
"23303","E5921628","Authorization_Status",0
"23304","P2960243","Authorization_Status",0
"23305","E6604635","Authorization_Status",0
"23306","F2094143","Authorization_Status",1
"23307","J6754225","Authorization_Status",0
"23308","M7173315","Authorization_Status",0
"23309","Z7387301","Authorization_Status",0
"23310","O4843480","Authorization_Status",0
"23311","G6949831","Authorization_Status",0
"23312","K9532391","Authorization_Status",0
"23313","H3312441","Authorization_Status",0
"23314","C4217013","Authorization_Status",0
"23315","A7876837","Authorization_Status",0
"23316","Z4772984","Authorization_Status",0
"23317","G5211997","Authorization_Status",0
"23318","H5435756","Authorization_Status",0
"23319","Q7973672","Authorization_Status",0
"23320","X3554859","Authorization_Status",0
"23321","M9965890","Authorization_Status",0
"23322","D0122830","Authorization_Status",0
"23323","R8662270","Authorization_Status",0
"23324","U7287684","Authorization_Status",0
"23325","P9743903","Authorization_Status",0
"23326","Q1797564","Authorization_Status",0
"23327","Z5806414","Authorization_Status",0
"23328","C2318356","Authorization_Status",0
"23329","L1225411","Authorization_Status",0
"23330","Y6674071","Authorization_Status",1
"23331","N6896967","Authorization_Status",0
"23332","F3392759","Authorization_Status",0
"23333","M7306058","Authorization_Status",0
"23334","O9013285","Authorization_Status",0
"23335","G1072994","Authorization_Status",0
"23336","F3318460","Authorization_Status",0
"23337","R9112233","Authorization_Status",0
"23338","W8180379","Authorization_Status",0
"23339","P3434558","Authorization_Status",0
"23340","D1275698","Authorization_Status",0
"23341","W7436675","Authorization_Status",0
"23342","U0663381","Authorization_Status",0
"23343","I1679586","Authorization_Status",0
"23344","N2642764","Authorization_Status",0
"23345","F9663162","Authorization_Status",0
"23346","W0454680","Authorization_Status",0
"23347","U4637133","Authorization_Status",0
"23348","N5863149","Authorization_Status",0
"23349","C4602595","Authorization_Status",0
"23350","F5266220","Authorization_Status",0
"23351","Q0051119","Authorization_Status",0
"23352","U6172850","Authorization_Status",0
"23353","M3969429","Authorization_Status",0
"23354","L3529703","Authorization_Status",0
"23355","R0147648","Authorization_Status",0
"23356","D2551077","Authorization_Status",0
"23357","X9289376","Authorization_Status",0
"23358","A1890330","Authorization_Status",0
"23359","P7629294","Authorization_Status",0
"23360","U4267720","Authorization_Status",0
"23361","L1609748","Authorization_Status",0
"23362","D2550688","Authorization_Status",124
"23363","T3377588","Authorization_Status",0
"23364","C6921077","Authorization_Status",0
"23365","C3736635","Authorization_Status",0
"23366","A9183320","Authorization_Status",0
"23367","B8666133","Authorization_Status",0
"23368","N2067830","Authorization_Status",0
"23369","G5090081","Authorization_Status",0
"23370","H8956517","Authorization_Status",0
"23371","V2842140","Authorization_Status",0
"23372","O0005684","Authorization_Status",0
"23373","S9847215","Authorization_Status",0
"23374","C1691097","Authorization_Status",0
"23375","G6637327","Authorization_Status",0
"23376","A8189143","Authorization_Status",0
"23377","R2863099","Authorization_Status",0
"23378","U8780670","Authorization_Status",0
"23379","M4594082","Authorization_Status",0
"23380","Z5506981","Authorization_Status",0
"23381","D6508615","Authorization_Status",0
"23382","H0592159","Authorization_Status",0
"23383","H2013860","Authorization_Status",0
"23384","G1188113","Authorization_Status",0
"23385","N3853810","Authorization_Status",0
"23386","Z9151044","Authorization_Status",0
"23387","O6917707","Authorization_Status",0
"23388","W8085123","Authorization_Status",0
"23389","U5172835","Authorization_Status",0
"23390","O0634305","Authorization_Status",42
"23391","A8750839","Authorization_Status",0
"23392","U3836538","Authorization_Status",0
"23393","I5444799","Authorization_Status",0
"23394","E4670571","Authorization_Status",16
"23395","O5206028","Authorization_Status",0
"23396","F3440226","Authorization_Status",0
"23397","I1390371","Authorization_Status",0
"23398","Z8503197","Authorization_Status",0
"23399","C3514086","Authorization_Status",0
"23400","N2115752","Authorization_Status",0
"23401","G6809056","Authorization_Status",0
"23402","N6060592","Authorization_Status",0
"23403","I9743315","Authorization_Status",0
"23404","W6530502","Authorization_Status",0
"23405","B5209060","Authorization_Status",0
"23406","Y3230900","Authorization_Status",0
"23407","Z2315129","Authorization_Status",0
"23408","X3621413","Authorization_Status",287
"23409","G6665829","Authorization_Status",0
"23410","E3343253","Authorization_Status",0
"23411","C5718310","Authorization_Status",0
"23412","Y4795142","Authorization_Status",0
"23413","Z4252619","Authorization_Status",1
"23414","M2962831","Authorization_Status",0
"23415","L1051013","Authorization_Status",0
"23416","S7744643","Authorization_Status",0
"23417","F0236932","Authorization_Status",0
"23418","J9977559","Authorization_Status",0
"23419","R1774161","Authorization_Status",0
"23420","X6414956","Authorization_Status",0
"23421","M0242140","Authorization_Status",0
"23422","R8324819","Authorization_Status",0
"23423","K2706427","Authorization_Status",0
"23424","T9168135","Authorization_Status",0
"23425","Z3571888","Authorization_Status",0
"23426","Q8491440","Authorization_Status",0
"23427","Q4560138","Authorization_Status",0
"23428","B6516762","Authorization_Status",0
"23429","Z0711114","Authorization_Status",0
"23430","M2621786","Authorization_Status",0
"23431","W7488337","Authorization_Status",0
"23432","K0204970","Authorization_Status",0
"23433","V2389062","Authorization_Status",0
"23434","M1060632","Authorization_Status",0
"23435","C9334004","Authorization_Status",0
"23436","Z7082046","Authorization_Status",0
"23437","U5578168","Authorization_Status",0
"23438","Y2255140","Authorization_Status",0
"23439","F1400921","Authorization_Status",0
"23440","T6271694","Authorization_Status",0
"23441","D9041278","Authorization_Status",0
"23442","X8942405","Authorization_Status",0
"23443","N8265746","Authorization_Status",0
"23444","F1390059","Authorization_Status",0
"23445","N4066048","Authorization_Status",0
"23446","W4827442","Authorization_Status",0
"23447","Y3451960","Authorization_Status",0
"23448","M1881208","Authorization_Status",0
"23449","J2703649","Authorization_Status",0
"23450","S0053297","Authorization_Status",0
"23451","V0164198","Authorization_Status",0
"23452","M4368622","Authorization_Status",0
"23453","I7780746","Authorization_Status",0
"23454","B5933517","Authorization_Status",0
"23455","S3951042","Authorization_Status",0
"23456","N0799093","Authorization_Status",0
"23457","X3766640","Authorization_Status",12
"23458","R2157809","Authorization_Status",0
"23459","B8250080","Authorization_Status",0
"23460","X3767837","Authorization_Status",0
"23461","A9376261","Authorization_Status",0
"23462","Y1551983","Authorization_Status",0
"23463","M5498821","Authorization_Status",0
"23464","Z4470580","Authorization_Status",0
"23465","B5009426","Authorization_Status",0
"23466","P8768873","Authorization_Status",0
"23467","C7578632","Authorization_Status",0
"23468","O9306504","Authorization_Status",0
"23469","V6879716","Authorization_Status",0
"23470","M5043241","Authorization_Status",0
"23471","D6363896","Authorization_Status",0
"23472","S1407741","Authorization_Status",0
"23473","G0378125","Authorization_Status",0
"23474","K3526987","Authorization_Status",0
"23475","D3256874","Authorization_Status",0
"23476","G7671085","Authorization_Status",0
"23477","X3389871","Authorization_Status",0
"23478","P0822643","Authorization_Status",0
"23479","Z0581663","Authorization_Status",0
"23480","G6368993","Authorization_Status",0
"23481","M0907229","Authorization_Status",0
"23482","B6378620","Authorization_Status",0
"23483","L8740220","Authorization_Status",0
"23484","G9797747","Authorization_Status",0
"23485","Q2141870","Authorization_Status",0
"23486","R6800428","Authorization_Status",0
"23487","Q1242542","Authorization_Status",0
"23488","O7044494","Authorization_Status",1
"23489","E9259951","Authorization_Status",0
"23490","U5142864","Authorization_Status",0
"23491","I1126510","Authorization_Status",0
"23492","T8454279","Authorization_Status",0
"23493","Z4556499","Authorization_Status",0
"23494","F8978950","Authorization_Status",0
"23495","Y4547214","Authorization_Status",66
"23496","C8349201","Authorization_Status",0
"23497","Y1509861","Authorization_Status",0
"23498","R0620859","Authorization_Status",0
"23499","A8459211","Authorization_Status",0
"23500","O7004263","Authorization_Status",0
"23501","A4839999","Authorization_Status",0
"23502","N3263189","Authorization_Status",0
"23503","I6037869","Authorization_Status",0
"23504","B8404587","Authorization_Status",0
"23505","Q9029442","Authorization_Status",0
"23506","T8299851","Authorization_Status",0
"23507","D2457170","Authorization_Status",0
"23508","Y4494720","Authorization_Status",140
"23509","L4258830","Authorization_Status",0
"23510","I8568052","Authorization_Status",0
"23511","B0147811","Authorization_Status",0
"23512","L9484647","Authorization_Status",0
"23513","Q1509143","Authorization_Status",0
"23514","T7215041","Authorization_Status",0
"23515","O6010343","Authorization_Status",0
"23516","C8867143","Authorization_Status",0
"23517","I7116411","Authorization_Status",0
"23518","X1295148","Authorization_Status",0
"23519","Y8938007","Authorization_Status",0
"23520","B1955754","Authorization_Status",0
"23521","J3987326","Authorization_Status",0
"23522","V7745665","Authorization_Status",0
"23523","O7816678","Authorization_Status",0
"23524","Z1061182","Authorization_Status",0
"23525","M0874578","Authorization_Status",0
"23526","W2414228","Authorization_Status",0
"23527","E2748218","Authorization_Status",1
"23528","I5483063","Authorization_Status",0
"23529","O9528088","Authorization_Status",0
"23530","Y2869714","Authorization_Status",0
"23531","F7549273","Authorization_Status",0
"23532","W3904514","Authorization_Status",0
"23533","U2289669","Authorization_Status",0
"23534","X0727516","Authorization_Status",0
"23535","K4210000","Authorization_Status",0
"23536","D6679175","Authorization_Status",0
"23537","U5569231","Authorization_Status",0
"23538","Q2972429","Authorization_Status",0
"23539","C3518145","Authorization_Status",0
"23540","B2709224","Authorization_Status",0
"23541","D2090703","Authorization_Status",0
"23542","P4197377","Authorization_Status",0
"23543","U9467200","Authorization_Status",0
"23544","L2427195","Authorization_Status",0
"23545","I6340871","Authorization_Status",0
"23546","F6219139","Authorization_Status",0
"23547","J5142203","Authorization_Status",0
"23548","B8298160","Authorization_Status",0
"23549","Q5205345","Authorization_Status",0
"23550","M9994488","Authorization_Status",0
"23551","L1440072","Authorization_Status",0
"23552","U8318656","Authorization_Status",0
"23553","A4061065","Authorization_Status",0
"23554","N3966136","Authorization_Status",0
"23555","M9449770","Authorization_Status",0
"23556","J7380767","Authorization_Status",0
"23557","B7803276","Authorization_Status",0
"23558","O3487284","Authorization_Status",0
"23559","B7531977","Authorization_Status",0
"23560","K5762731","Authorization_Status",0
"23561","Q8243164","Authorization_Status",0
"23562","O5714936","Authorization_Status",0
"23563","K2862657","Authorization_Status",0
"23564","M7210788","Authorization_Status",0
"23565","Q6889248","Authorization_Status",0
"23566","S0678519","Authorization_Status",0
"23567","I9453991","Authorization_Status",0
"23568","Z0435403","Authorization_Status",0
"23569","H3895974","Authorization_Status",0
"23570","C6356507","Authorization_Status",0
"23571","P0894074","Authorization_Status",0
"23572","L4144389","Authorization_Status",0
"23573","A5432905","Authorization_Status",0
"23574","Q9990479","Authorization_Status",0
"23575","H7673125","Authorization_Status",0
"23576","D7539419","Authorization_Status",0
"23577","J5209958","Authorization_Status",1
"23578","D1279677","Authorization_Status",0
"23579","T3780739","Authorization_Status",0
"23580","I5173016","Authorization_Status",79
"23581","Z1456802","Authorization_Status",0
"23582","L5284237","Authorization_Status",0
"23583","Z1205414","Authorization_Status",0
"23584","U0706596","Authorization_Status",0
"23585","P1317089","Authorization_Status",0
"23586","X0571036","Authorization_Status",1
"23587","V7947681","Authorization_Status",0
"23588","G2583440","Authorization_Status",0
"23589","Z7149115","Authorization_Status",0
"23590","V6300979","Authorization_Status",0
"23591","X6919536","Authorization_Status",0
"23592","S3550676","Authorization_Status",0
"23593","R3947903","Authorization_Status",0
"23594","Z1375897","Authorization_Status",0
"23595","M2077103","Authorization_Status",0
"23596","N2738654","Authorization_Status",1
"23597","E6489317","Authorization_Status",0
"23598","Z8455610","Authorization_Status",0
"23599","U0257710","Authorization_Status",0
"23600","S9526097","Authorization_Status",0
"23601","Q2840262","Authorization_Status",0
"23602","Z6755532","Authorization_Status",0
"23603","I9940140","Authorization_Status",0
"23604","P6860106","Authorization_Status",0
"23605","K6020725","Authorization_Status",0
"23606","H8489422","Authorization_Status",0
"23607","M7033499","Authorization_Status",0
"23608","B7279737","Authorization_Status",0
"23609","G4001965","Authorization_Status",0
"23610","I0109838","Authorization_Status",0
"23611","S4233236","Authorization_Status",0
"23612","F6965530","Authorization_Status",0
"23613","N5565972","Authorization_Status",0
"23614","H0227882","Authorization_Status",0
"23615","S7831056","Authorization_Status",0
"23616","A0825923","Authorization_Status",0
"23617","U1077894","Authorization_Status",0
"23618","V8899704","Authorization_Status",1
"23619","H0184768","Authorization_Status",0
"23620","A3923544","Authorization_Status",0
"23621","Z3638282","Authorization_Status",0
"23622","D8017123","Authorization_Status",0
"23623","Y8027057","Authorization_Status",208
"23624","L0856085","Authorization_Status",0
"23625","J1511200","Authorization_Status",0
"23626","M4454589","Authorization_Status",0
"23627","L1541454","Authorization_Status",0
"23628","M5903943","Authorization_Status",0
"23629","U2566607","Authorization_Status",0
"23630","M1455973","Authorization_Status",0
"23631","F7027620","Authorization_Status",0
"23632","A6981350","Authorization_Status",4
"23633","Z6211044","Authorization_Status",0
"23634","N3312562","Authorization_Status",23
"23635","J9924832","Authorization_Status",0
"23636","R2532383","Authorization_Status",0
"23637","V7375775","Authorization_Status",0
"23638","P2017353","Authorization_Status",0
"23639","F7101707","Authorization_Status",0
"23640","A9856207","Authorization_Status",0
"23641","B3425144","Authorization_Status",0
"23642","G3231642","Authorization_Status",0
"23643","V8654236","Authorization_Status",0
"23644","H3258609","Authorization_Status",0
"23645","B6148849","Authorization_Status",0
"23646","J2296016","Authorization_Status",0
"23647","N9883648","Authorization_Status",0
"23648","F9338727","Authorization_Status",0
"23649","J7676712","Authorization_Status",0
"23650","T7557724","Authorization_Status",0
"23651","H5773208","Authorization_Status",0
"23652","J2835116","Authorization_Status",0
"23653","B3190935","Authorization_Status",0
"23654","A8660385","Authorization_Status",0
"23655","E4349175","Authorization_Status",0
"23656","Z2807564","Authorization_Status",0
"23657","V3083283","Authorization_Status",0
"23658","B8421498","Authorization_Status",0
"23659","V7103231","Authorization_Status",0
"23660","J1222695","Authorization_Status",0
"23661","I3150298","Authorization_Status",1
"23662","A6137544","Authorization_Status",0
"23663","D8811699","Authorization_Status",0
"23664","G3387619","Authorization_Status",0
"23665","X2542354","Authorization_Status",0
"23666","U9650199","Authorization_Status",0
"23667","X6952883","Authorization_Status",0
"23668","W0149045","Authorization_Status",0
"23669","B5817059","Authorization_Status",0
"23670","G0001096","Authorization_Status",0
"23671","Y1170223","Authorization_Status",0
"23672","Y7057366","Authorization_Status",0
"23673","E0856650","Authorization_Status",0
"23674","I6816269","Authorization_Status",0
"23675","H9836842","Authorization_Status",0
"23676","Y8644629","Authorization_Status",0
"23677","G9567931","Authorization_Status",0
"23678","G0791150","Authorization_Status",0
"23679","C6620622","Authorization_Status",0
"23680","Y6849546","Authorization_Status",0
"23681","L9639852","Authorization_Status",0
"23682","I1820877","Authorization_Status",0
"23683","P9397490","Authorization_Status",0
"23684","D8073002","Authorization_Status",0
"23685","A7277684","Authorization_Status",0
"23686","U2109376","Authorization_Status",0
"23687","X9431838","Authorization_Status",0
"23688","C4700327","Authorization_Status",0
"23689","G3395106","Authorization_Status",0
"23690","P6297400","Authorization_Status",0
"23691","W4055152","Authorization_Status",0
"23692","X8210036","Authorization_Status",0
"23693","T9261302","Authorization_Status",0
"23694","G3320714","Authorization_Status",0
"23695","L6209961","Authorization_Status",0
"23696","S4454119","Authorization_Status",0
"23697","L8331944","Authorization_Status",0
"23698","Z0837003","Authorization_Status",0
"23699","S8552910","Authorization_Status",0
"23700","I5929384","Authorization_Status",0
"23701","O3359014","Authorization_Status",0
"23702","D3452486","Authorization_Status",0
"23703","S0235727","Authorization_Status",0
"23704","E1773426","Authorization_Status",0
"23705","L5878536","Authorization_Status",0
"23706","T6974468","Authorization_Status",0
"23707","G6572590","Authorization_Status",0
"23708","S0703607","Authorization_Status",0
"23709","R8703419","Authorization_Status",0
"23710","B5011054","Authorization_Status",0
"23711","J6194972","Authorization_Status",0
"23712","X0864982","Authorization_Status",0
"23713","P2344610","Authorization_Status",0
"23714","O2131761","Authorization_Status",0
"23715","S5338021","Authorization_Status",0
"23716","A9360453","Authorization_Status",0
"23717","C4862608","Authorization_Status",1
"23718","T3748402","Authorization_Status",0
"23719","Q6924825","Authorization_Status",0
"23720","A7811284","Authorization_Status",0
"23721","N7884841","Authorization_Status",0
"23722","D8030335","Authorization_Status",0
"23723","O2966550","Authorization_Status",0
"23724","P9298977","Authorization_Status",0
"23725","G4775982","Authorization_Status",0
"23726","P7370723","Authorization_Status",0
"23727","C5585852","Authorization_Status",0
"23728","L3252718","Authorization_Status",0
"23729","L0973030","Authorization_Status",0
"23730","M5141801","Authorization_Status",0
"23731","G9082767","Authorization_Status",0
"23732","K2358240","Authorization_Status",0
"23733","H3610466","Authorization_Status",0
"23734","Z9371029","Authorization_Status",0
"23735","A0667076","Authorization_Status",0
"23736","P0698487","Authorization_Status",0
"23737","T1539444","Authorization_Status",0
"23738","U5233953","Authorization_Status",0
"23739","Z2608879","Authorization_Status",0
"23740","O9056693","Authorization_Status",0
"23741","J9992790","Authorization_Status",0
"23742","N7439669","Authorization_Status",0
"23743","K0448954","Authorization_Status",0
"23744","M1882998","Authorization_Status",0
"23745","R4904690","Authorization_Status",0
"23746","Z3069491","Authorization_Status",0
"23747","D2270464","Authorization_Status",0
"23748","Y5467400","Authorization_Status",0
"23749","V2504961","Authorization_Status",0
"23750","P3006355","Authorization_Status",0
"23751","K9988615","Authorization_Status",0
"23752","A5767429","Authorization_Status",0
"23753","K8720821","Authorization_Status",0
"23754","Q8021800","Authorization_Status",0
"23755","W9662361","Authorization_Status",0
"23756","N9930325","Authorization_Status",0
"23757","G6747444","Authorization_Status",0
"23758","A7037119","Authorization_Status",0
"23759","U2113710","Authorization_Status",0
"23760","M5526331","Authorization_Status",0
"23761","S9536529","Authorization_Status",0
"23762","J8566224","Authorization_Status",0
"23763","V0042983","Authorization_Status",0
"23764","K9330171","Authorization_Status",0
"23765","Q2758871","Authorization_Status",0
"23766","U6375891","Authorization_Status",0
"23767","R4727260","Authorization_Status",0
"23768","S4143856","Authorization_Status",68
"23769","H2622878","Authorization_Status",0
"23770","O4156927","Authorization_Status",0
"23771","H2173472","Authorization_Status",0
"23772","P8979819","Authorization_Status",0
"23773","D1505293","Authorization_Status",0
"23774","D1342060","Authorization_Status",0
"23775","W0590674","Authorization_Status",0
"23776","C4637173","Authorization_Status",0
"23777","A5462005","Authorization_Status",0
"23778","J6509406","Authorization_Status",0
"23779","F9875367","Authorization_Status",0
"23780","E0685298","Authorization_Status",0
"23781","H5383905","Authorization_Status",0
"23782","O6871506","Authorization_Status",0
"23783","L7006927","Authorization_Status",0
"23784","M8115781","Authorization_Status",0
"23785","X2877520","Authorization_Status",0
"23786","Y6456122","Authorization_Status",0
"23787","M2799513","Authorization_Status",0
"23788","J6261423","Authorization_Status",0
"23789","A4703549","Authorization_Status",0
"23790","K7937197","Authorization_Status",0
"23791","B7488739","Authorization_Status",0
"23792","L9242285","Authorization_Status",0
"23793","K3856956","Authorization_Status",0
"23794","B7107112","Authorization_Status",0
"23795","V4719882","Authorization_Status",0
"23796","O7987978","Authorization_Status",0
"23797","Z8323343","Authorization_Status",0
"23798","I2045185","Authorization_Status",0
"23799","P6912716","Authorization_Status",0
"23800","Y4042430","Authorization_Status",0
"23801","D7948909","Authorization_Status",0
"23802","K6896322","Authorization_Status",0
"23803","W9339885","Authorization_Status",11
"23804","P8145656","Authorization_Status",0
"23805","U1945989","Authorization_Status",0
"23806","Q8960556","Authorization_Status",0
"23807","P1725078","Authorization_Status",0
"23808","J9346915","Authorization_Status",0
"23809","T9288952","Authorization_Status",0
"23810","J5008480","Authorization_Status",0
"23811","X8717725","Authorization_Status",0
"23812","E7511278","Authorization_Status",0
"23813","W5635108","Authorization_Status",0
"23814","Z3164945","Authorization_Status",0
"23815","O3299321","Authorization_Status",0
"23816","I8131166","Authorization_Status",0
"23817","N3433020","Authorization_Status",0
"23818","B0054938","Authorization_Status",0
"23819","A1182597","Authorization_Status",0
"23820","K3878740","Authorization_Status",0
"23821","H9691216","Authorization_Status",0
"23822","H2569808","Authorization_Status",0
"23823","M7872961","Authorization_Status",0
"23824","S2686110","Authorization_Status",0
"23825","E4040173","Authorization_Status",0
"23826","A7555790","Authorization_Status",0
"23827","V4140542","Authorization_Status",0
"23828","W4772111","Authorization_Status",0
"23829","L4263115","Authorization_Status",0
"23830","P1809995","Authorization_Status",0
"23831","G9375913","Authorization_Status",0
"23832","Q8215337","Authorization_Status",0
"23833","Z4008666","Authorization_Status",0
"23834","D7058970","Authorization_Status",0
"23835","I5790267","Authorization_Status",0
"23836","V9879853","Authorization_Status",0
"23837","F6240585","Authorization_Status",0
"23838","Z3054898","Authorization_Status",0
"23839","W9225516","Authorization_Status",0
"23840","P6357135","Authorization_Status",0
"23841","N5657848","Authorization_Status",0
"23842","R6492864","Authorization_Status",0
"23843","X0012203","Authorization_Status",0
"23844","G4158887","Authorization_Status",0
"23845","G4361252","Authorization_Status",0
"23846","J1394558","Authorization_Status",0
"23847","O1929692","Authorization_Status",0
"23848","A3811704","Authorization_Status",0
"23849","X5784206","Authorization_Status",0
"23850","D4957254","Authorization_Status",0
"23851","C0626352","Authorization_Status",0
"23852","Z2129490","Authorization_Status",0
"23853","J0256245","Authorization_Status",0
"23854","M0386133","Authorization_Status",0
"23855","O5473246","Authorization_Status",0
"23856","J3391462","Authorization_Status",0
"23857","W5669006","Authorization_Status",0
"23858","L9108671","Authorization_Status",0
"23859","Y6014027","Authorization_Status",0
"23860","O3595205","Authorization_Status",0
"23861","Z2103366","Authorization_Status",0
"23862","N5048989","Authorization_Status",0
"23863","L6376152","Authorization_Status",137
"23864","S3134431","Authorization_Status",0
"23865","S6704682","Authorization_Status",0
"23866","B9762171","Authorization_Status",0
"23867","N7910831","Authorization_Status",1
"23868","K6815739","Authorization_Status",0
"23869","W4869005","Authorization_Status",0
"23870","C7943180","Authorization_Status",0
"23871","S8690941","Authorization_Status",0
"23872","G9201934","Authorization_Status",0
"23873","Z4892622","Authorization_Status",0
"23874","H2697569","Authorization_Status",0
"23875","J7717311","Authorization_Status",0
"23876","Y6152715","Authorization_Status",0
"23877","M6996134","Authorization_Status",0
"23878","T2659865","Authorization_Status",0
"23879","Z0943921","Authorization_Status",0
"23880","M0681458","Authorization_Status",0
"23881","D6365658","Authorization_Status",0
"23882","G4260310","Authorization_Status",0
"23883","D5334664","Authorization_Status",0
"23884","L9345095","Authorization_Status",0
"23885","G0635583","Authorization_Status",0
"23886","W6099028","Authorization_Status",0
"23887","H0846155","Authorization_Status",0
"23888","L7891860","Authorization_Status",0
"23889","L8148579","Authorization_Status",0
"23890","V2882178","Authorization_Status",0
"23891","N0295053","Authorization_Status",0
"23892","P2483133","Authorization_Status",0
"23893","M2014541","Authorization_Status",0
"23894","C3827319","Authorization_Status",0
"23895","J8082588","Authorization_Status",0
"23896","M8011599","Authorization_Status",0
"23897","F8063150","Authorization_Status",0
"23898","Z6593391","Authorization_Status",0
"23899","H6593457","Authorization_Status",0
"23900","O9135821","Authorization_Status",0
"23901","U0953169","Authorization_Status",1
"23902","X0817189","Authorization_Status",0
"23903","P3749047","Authorization_Status",0
"23904","K4485164","Authorization_Status",0
"23905","J5204400","Authorization_Status",0
"23906","D5351839","Authorization_Status",0
"23907","S7863671","Authorization_Status",0
"23908","V4917325","Authorization_Status",0
"23909","B2698662","Authorization_Status",0
"23910","N8213693","Authorization_Status",0
"23911","J6423394","Authorization_Status",0
"23912","G9244371","Authorization_Status",0
"23913","Q0642183","Authorization_Status",0
"23914","D9185963","Authorization_Status",1
"23915","U7674058","Authorization_Status",0
"23916","V1688001","Authorization_Status",0
"23917","U4702239","Authorization_Status",0
"23918","M3429932","Authorization_Status",0
"23919","N8216244","Authorization_Status",0
"23920","G6574423","Authorization_Status",0
"23921","Q0578520","Authorization_Status",0
"23922","S9722385","Authorization_Status",40
"23923","Q6717934","Authorization_Status",0
